0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Minimum Water Level,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,234399037.58054906,0.0,115300000.0,4964.48517039148,0.0664613692828446
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.5387,165371923.9750638,12857587.774250694,596800000.0,0.0,0.16135416142509568
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,3,0,7,0,0,4.5387,9295689.546244428,134812671.51413822,84600000.0,0.0,0.005818378728225993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,303310173.6725091,6320800.309666242,0.0,7719.788039540081,0.04434534113486306
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,134242061.94770852,0.0,213300000.0,0.0,0.07832758046116886
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4.5387,35433423.04925797,38804933.73898803,176700000.0,0.0,0.02632649137614254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,8,4,0,0,4.5387,76335902.16251585,130603368.18296264,0.0,0.0,0.04009861817685187
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.5387,162842553.5433862,22167818.198803753,0.0,2422.5589528117343,0.03688734289940029
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,234399037.58054906,0.0,115300000.0,0.0,0.1846149146745683
0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,4.1787,3829311.8552987725,79200713.95894007,929600000.0,162.50824860150541,0.00025207183445137625
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.4187,234819950.7680383,7332080.219521779,151900000.0,3482.043858123711,0.07881089165316356
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,2,0,3,4,0,0,4.5387,12761243.760769984,156691175.6203576,0.0,0.0,0.00728973349256176
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,4.5387,74793182.59720135,55209597.81449771,115300000.0,0.0,0.061834206839388166
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,5,0,0,5,0,0,4,0,0,4.5387,3458097.5610666038,139289388.81416535,84600000.0,129.12546963304425,0.0003639744550378544
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,214816603.86839446,0.0,146000000.0,4697.168760192241,0.0574863381567421
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,296066753.4197157,0.0,30700000.0,0.0,0.21771998702245687
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4.5387,144148472.3748455,49746048.166458994,30700000.0,0.0,0.08431465836618918
0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.5387,48127893.702856064,30351526.042379983,688900000.0,0.0,0.02877452879856911
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,3,0,0,4,0,0,4.5387,6289596.122145792,116076603.3592117,84600000.0,205.5134697172195,0.0006825776004065725
0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.2987,33331431.17059859,6320800.309666242,931300000.0,0.0,0.023097775436098117
1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2987,41532041.47263314,0.0,419100000.0,0.0,0.026188464649536957
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.5387,101174837.70421953,22167818.198803753,84600000.0,2050.208112470942,0.02496951685416041
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.5387,162842553.5433862,22167818.198803753,0.0,0.0,0.10246484138722305
1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.5387,50879710.641901866,27578229.96765524,991300000.0,1118.065588367439,0.011044757146900357
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,2,0,0,3,0,0,4.5387,28109671.41901956,114324702.95561081,84600000.0,1036.8584230297074,0.002558136732472173
1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,72574346.10854186,0.0,297900000.0,0.0,0.045222508113280296
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,214816603.86839446,0.0,146000000.0,0.0,0.15968427265761695
0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,3,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,4.4187,5326501.0609336635,84515025.91514632,1066200000.0,241.7669255513266,0.0004871498773691403
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,248457723.3387695,0.0,84600000.0,4462.295688806242,0.09537079095301584
1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.5387,39165465.192136064,27578229.96765524,1029600000.0,804.7998668056483,0.00953819467231045
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,152426306.4290195,0.0,182600000.0,0.0,0.10309194181430384
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,152426306.4290195,0.0,182600000.0,2275.8772832257564,0.037113099053149384
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.5387,88732440.4957872,27578229.96765524,146000000.0,0.0,0.07374758819936714
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,4.5387,33690498.91523347,58199455.863067046,146000000.0,0.0,0.02405000638231638
1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,4.2987,0.0,81623349.41048583,419100000.0,0.0,0.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,248172718.06105483,0.0,92100000.0,0.0,0.15494653542883197
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,310125439.17793614,0.0,0.0,4834.646529147034,0.10728861699825573
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,240534424.00928843,0.0,256100000.00000003,3620.064778732503,0.0764765015067593
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,276484319.70756114,0.0,61400000.0,5069.519600533033,0.06940416420198198
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5387,121984669.22539447,52994188.72148262,0.0,0.0,0.08073656790653938
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,1,3,0,0,4.5387,29055574.24032308,110918405.45745277,84600000.0,1417.2899369948504,0.001629551097584754
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,0,0,0,3,0,0,4.5387,26013664.165025823,145203397.86736175,0.0,0.0,0.010259604714357997
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4.5387,150400156.33495384,27578229.96765524,61400000.0,0.0,0.1068526605472557
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.5387,213815022.00348693,7332080.219521779,115300000.0,4419.798281709494,0.06385254032442966
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4.4187,40494590.43759467,33899030.27732149,297900000.0,0.0,0.0261566769309969
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4.5387,85944285.05609632,66593931.371483415,61400000.0,0.0,0.07274924593335182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5387,99157008.77719656,68911593.59136322,0.0,0.0,0.06890543427707249
0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4.5387,36004211.41233615,34910310.18717702,822100000.0,721.4246125684951,0.009123364965840344
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,4,0,3,5,0,0,4.5387,5830135.331718873,130287382.96930963,84600000.0,113.50016721295125,0.0015649286270004816
1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,1,3,0,4,0,0,4.5387,4493842.558949413,111557888.03636654,432800000.0,211.09702648546335,0.0002671243840700057
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4.5387,101174837.70421953,66916462.83248448,0.0,0.0,0.06935976903933447
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.5387,94613498.44024517,26620087.93698693,84600000.0,3103.994059572532,0.010096982287509661
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4.4187,33077152.696513105,71499834.83314997,213300000.0,0.0,0.023192257060947935
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,186505002.22188818,0.0,176700000.0,4236.097020420822,0.04386292670913962
0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1787,37059860.08761401,0.0,509600000.0,0.0,0.026813776181168307
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,7,0,0,4,0,0,5,0,0,4,0,0,4.5387,2328100.845599493,176859619.15086856,0.0,74.64352826977921,0.0003896818410633514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,310125439.17793614,0.0,0.0,8026.268651904258,0.04470359041593988
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,254040928.73931977,0.0,121200000.0,3876.4155984692843,0.08168645615081543
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,0,3,3,0,5,0,0,4.5387,464042.58678381477,155316909.12507397,92100000.0,10.321971273314954,7.450022008912795e-05
1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4.5387,35429644.28055927,38804933.73898803,432800000.0,0.0,0.026317288414101237
0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4.5387,51314937.78904773,30351526.042379983,432800000.0,0.0,0.03232488265854481
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,4.5387,31753016.911193673,107623195.66260365,84600000.0,759.1489929557293,0.0052366892040272665
0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4.5387,33252394.473290347,37683606.26190176,688900000.0,658.820998762634,0.008437438186424867
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5387,94613066.92619888,20299287.62732069,340700000.0,0.0,0.06731216432376942
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4.5387,37125319.17947514,37683606.26190176,176700000.0,0.0,0.027039121523093953
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,310125439.17793614,0.0,0.0,0.0,0.29802393610626593
0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.4187,84443051.60487479,22167818.198803753,236500000.0,0.0,0.05473951042038108
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,3,0,7,5,0,0,4.5387,928085.1735676295,175756132.44979852,30700000.0,0.0,0.00041389011160626637
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,220288526.86468142,6320800.309666242,115300000.0,4581.067841765855,0.06476919530334513
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,248507010.17949656,0.0,151900000.0,3838.9412912396087,0.08063596174884177
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,178866708.17012173,0.0,340700000.0,3247.71393839171,0.06455867546151943
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4.5387,39877136.118520945,34910310.18717702,176700000.0,796.9858325232872,0.0104200105277293
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,4.5387,1392127.7603514444,113871256.26826663,176700000.0,0.0,0.0006208351674093995
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,1,4,0,0,4.5387,24529049.616396844,144433549.97548676,30700000.0,0.0,0.010192266224876206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,4,0,0,5,0,1,4,0,0,4.5387,17760987.217635214,153839690.64631593,0.0,715.429186667374,0.0015734363490842577
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,4.5387,74793182.59720135,87904498.90865964,30700000.0,0.0,0.061834206839388166
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,0,3,0,4,0,0,4.5387,10812134.68415118,146566157.36242855,30700000.0,259.85125782745115,0.0017039470609607767
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,6,0,0,3,0,0,3,0,0,4.5387,34566707.799119696,141143754.50362563,0.0,1396.624132938875,0.0030330435066839865
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,3,0,0,3,0,0,4.5387,22773850.04536099,136148336.32722047,61400000.0,0.0,0.01634267057923564
1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2987,48104332.07108311,0.0,388400000.0,0.0,0.03900684705833192
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4.5387,101174837.70421953,56892933.545523316,0.0,2050.208112470942,0.02496951685416041
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,4,0,0,4.5387,33252394.473290347,62129811.88112582,176700000.0,0.0,0.02343732829562463
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,3,0,0,3,0,0,4.5387,17315525.61042475,133942989.2362754,61400000.0,565.5523448789371,0.0018733504016542903
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,5,0,0,3,0,1,4,0,0,4.5387,2080784.3605898307,163673551.4477155,30700000.0,0.0,0.0012227222339126094
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4.5387,142035690.01588118,33899030.27732149,61400000.0,0.0,0.10385763374920975
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0,0,4,0,0,4.5387,17315525.61042475,140415714.50759456,61400000.0,0.0,0.012489002677695269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5387,163096479.78483889,20299287.0,0.0,2426.6602897897274,0.037010381809847434
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.5387,213815022.00348693,8453407.0,115300000.0,0.0,0.17736816756786017
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,220288526.86468142,6320800.0,115300000.0,9448.452423642075,0.021589731767781714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,303310173.6725091,6320800.0,0.0,9590.701376181558,0.03547627290789046
1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,4.2987,7042034.009773094,74276759.0,893000000.0,230.91199322636896,0.000752169520486121
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5387,220288526.86468142,6320800.0,115300000.0,0.0,0.17991443139818095
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4.5387,125502415.59818214,36031637.0,61400000.0,0.0,0.09733390780434269
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.5387,213815022.00348693,7332080.0,115300000.0,7337.555741119278,0.026605225135179027
1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1787,22516633.681424655,0.0,540300000.0,0.0,0.013837385322918899
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4187,235614660.16346845,6320800.0,151900000.0,3501.857265599827,0.07892331392989324
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.4187,67706802.70236039,25037214.0,267200000.0,0.0,0.054341342517715406
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,0,3,0,0,3,0,0,4.5387,34128603.35717657,133942989.0,30700000.0,671.0410627597064,0.00887856640884293
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,1,0,7,0,0,4.5387,1676870.7090254226,131678808.0,115300000.0,0.0,0.0011063729865241363
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5387,248172718.06105483,0.0,92100000.0,4608.447860761616,0.055780752754379506
1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2987,39106950.06359932,0.0,900600000.0,0.0,0.03057186957812394
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4.5387,35433423.04925797,38804933.0,176700000.0,1153.1845414471704,0.003948973706421381
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4.5387,123244764.11553882,47877517.0,61400000.0,3547.2262478749913,0.008482284080814598
1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4.4187,46336917.73768711,33899030.0,297900000.0,991.3473996375387,0.010193870262576081
1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.2987,43774067.642132744,7332080.0,388400000.0,831.1345105858227,0.013462923374153675
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4187,90758590.58985285,0.0,267200000.0,0.0,0.06998686946641527
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,2,0,0,4.5387,35020581.675738476,91803243.0,61400000.0,1155.935991294761,0.0036912561732288297
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.5387,101428763.94567224,20299287.0,84600000.0,0.0,0.06970154379057654
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4.4187,84443051.60487479,22167818.0,236500000.0,1791.9128624554503,0.019706223751337192
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4.5387,94613498.44024517,28752695.0,84600000.0,1869.6999511778076,0.024232757490023182
1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,4.4187,33077152.696513105,33899030.0,894700000.0,1089.688355603001,0.003478838559142191
1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4.5387,36004211.41233615,36031637.0,688900000.0,721.4246125684951,0.009123364965840344
0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4.5387,35429644.28055927,37683606.0,566000000.0,0.0,0.026317288414101237
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,1,0,0,2,0,0,4.5387,84956865.47247131,108145109.38272804,0.0,918.8578088272277,0.015979538751968763
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,7,0,0,4.5387,0.0,130495897.3411004,146000000.0,0.0,0.0
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4.2987,9158784.879383814,72040732.01446149,357700000.0,0.0,0.0035922478862624643
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4.5387,99157008.77719656,26620087.93698693,84600000.0,1992.772950025226,0.0248059563397461
1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4.4187,26503042.77325444,63282336.03793778,515700000.0,1016.0256898664225,0.0020329420472768867
