,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,103,155.77580861623116,1.0,0.6467279326540047,112.83866833693574,10.0,0.35099878840926724,147.03462841150986,10.0,0.9519882239544056,313.04939128950815,1.5,0.2353126058282907,52.846046922479765,1.0,0.39058226625741743,3.5,2.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,10,0,dikesnet
11,52,317.97093479679984,1.5,0.1105788849767048,172.13325437572757,1.5,0.5560170294381724,105.33522202165116,1.5,0.03804242308873626,108.11367543106755,1.0,0.6789931453490217,175.3482151940459,1.0,0.015575678388372217,3.5,3.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,11,0,dikesnet
12,8,338.8874013489134,10.0,0.3667001786739526,321.4472521126543,10.0,0.7805060447577193,44.53131133224608,1.5,0.1654668686489549,240.0171562097646,10.0,0.9832847608352536,349.4977030147783,10.0,0.523746477035511,3.5,1.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,12,0,dikesnet
13,121,46.85183392063479,1.5,0.41936025797863324,77.0010785362106,10.0,0.7790153592704059,149.8784986725747,10.0,0.18324599242882675,229.33809375012132,1.0,0.6855423644188265,224.1036685097198,1.0,0.37011737767198866,4.5,4.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,13,0,dikesnet
14,48,309.04121446186497,1.5,0.6036511917462192,241.22430142695933,10.0,0.08828161242174717,306.0900598441119,1.0,0.6231969381348919,70.13205798407924,10.0,0.8130062735869624,185.9600101133433,1.0,0.555785048712609,3.5,4.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,14,0,dikesnet
15,93,232.91543609262874,10.0,0.7585768760346145,220.64320279070384,10.0,0.9612615596746945,87.23399655788168,1.5,0.4831582474000263,72.7830305317622,1.5,0.1089232134195483,195.3272628020109,1.0,0.8949435739809727,2.5,2.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,15,0,dikesnet
16,97,323.6704813035336,10.0,0.48331258724663345,302.068630961025,1.5,0.356287319038351,349.87672529745845,1.0,0.8200751094380242,98.98951974739953,1.5,0.7503999589377811,205.5887738720508,1.5,0.07929776303101527,2.5,4.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,16,0,dikesnet
17,85,75.32910993776956,1.0,0.8654605926763193,345.5336754717273,1.5,0.40845264024811945,40.411151768286146,1.0,0.4456387233254224,190.40358739752224,10.0,0.8203812921529209,167.4250480010361,10.0,0.9741764740714087,2.5,2.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,17,0,dikesnet
18,8,89.13598312987139,10.0,0.49829677525844196,154.96279613382734,10.0,0.9837432775620844,279.22048496338084,10.0,0.8225561050272044,146.43570414237686,10.0,0.3816823432844491,90.64868822366314,10.0,0.2859752886431429,2.5,3.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,18,0,dikesnet
19,89,128.48290943401005,10.0,0.4357436339156403,183.55775427614478,10.0,0.9545948332250813,345.0943602857525,1.0,0.45047665518721286,103.01862429650261,1.0,0.5044914743035196,300.2392860589052,10.0,0.3290933870396155,2.5,1.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,19,0,dikesnet
20,23,153.57299907008021,1.5,0.9280159295554561,260.29558670948427,1.0,0.07265060665963802,115.00132326387433,1.5,0.19243114172727652,99.67959436593172,1.0,0.08960778913006047,62.543641020042394,1.0,0.0030283242066783955,4.5,1.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,20,0,dikesnet
21,123,121.60875849979732,10.0,0.1135725151464998,251.6253933866794,10.0,0.6388049308031131,72.36115474650376,1.0,0.6369512483031378,53.17887035625422,10.0,0.965573695454866,257.28961231289486,1.5,0.7318826044886184,4.5,1.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,21,0,dikesnet
22,120,283.4781692872864,10.0,0.7829180389024644,185.4962173145366,1.5,0.5697900560816509,182.69717941522055,10.0,0.7334878242970587,162.7179957990329,1.0,0.8062954884663587,160.5239536120668,1.0,0.41709351652101995,2.5,3.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,22,0,dikesnet
23,131,158.68900008180904,10.0,0.5885630745404384,189.64317870221907,1.5,0.8518332965502629,80.21769419364858,1.0,0.5430425520323034,344.43786079351446,10.0,0.35007404205837894,283.7031825274339,1.5,0.4637757365378069,1.5,2.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,23,0,dikesnet
24,14,300.409136243303,1.0,0.3340881809892881,286.95250950588354,1.5,0.40309783479393896,117.21582035911001,10.0,0.17238259238792988,267.4552910297963,10.0,0.44727414678245586,178.44060929593962,10.0,0.5747795093112891,2.5,1.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,24,0,dikesnet
25,65,98.56297568313212,1.0,0.7988130655155649,53.82015922318671,1.0,0.07188442625069968,173.95309876754658,1.0,0.41051733575958765,294.6900491497089,1.0,0.46604868302653013,158.576779617928,10.0,0.5270544576003637,2.5,3.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,25,0,dikesnet
26,130,318.70177768921985,1.5,0.25749452983604637,285.79758479091606,1.5,0.4996295347497267,327.3692942521356,1.0,0.15189741418277602,49.59386908517577,1.0,0.03331129412786574,84.1255604426497,1.0,0.6527065717359389,3.5,3.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,26,0,dikesnet
27,86,316.3966063167445,1.5,0.5634959754180479,242.9414898446937,1.5,0.7291754989304535,256.99177643407694,10.0,0.34679050294495967,106.2679153497234,10.0,0.7471941948687933,232.5153557626301,10.0,0.31996411720445217,2.5,4.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,27,0,dikesnet
28,31,318.02581491970795,10.0,0.18855381135764737,179.89242447709742,1.5,0.8357856822952536,249.75472498135235,10.0,0.2954159018104054,145.89139185278867,10.0,0.0624684557420248,277.65658982915227,1.0,0.15710694411314524,2.5,2.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,28,0,dikesnet
29,131,116.94770296064861,1.0,0.5699950110955504,266.2429981132213,1.0,0.4693784563060206,203.20989208290587,1.5,0.9290075503049979,115.36785144175167,1.5,0.5560531705876763,328.8032003135012,1.0,0.8938015906519249,4.5,3.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,29,0,dikesnet
30,66,106.2978609896622,1.5,0.9308127180669383,101.94159567411461,1.0,0.6338246390306292,113.57143120630215,10.0,0.7659155164529972,202.42873886898192,10.0,0.2708048260792492,170.76800881872092,1.0,0.4571814817275021,1.5,4.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,30,0,dikesnet
31,114,205.3290022872976,10.0,0.9116806612244691,118.88789131313486,1.0,0.06547416193789639,142.04437215385033,10.0,0.4417899111085468,156.75610556560926,1.5,0.51790153133561,326.4418153055194,1.5,0.637316049272744,2.5,1.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,31,0,dikesnet
32,61,154.9518361671505,1.5,0.9166652964426832,318.64411857688765,1.5,0.33816882803540144,223.01982759441734,1.5,0.0677981273920583,42.78785549686032,1.5,0.9116669615637182,73.11129558939645,1.0,0.9538910256765274,2.5,3.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,32,0,dikesnet
33,70,116.77003134956621,1.5,0.33244966089389544,218.24817485561883,10.0,0.6347359361960565,183.61198284001583,10.0,0.6826241879905197,191.35761695171115,1.0,0.39298599451815835,162.55609324043178,10.0,0.8592519995076179,1.5,1.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,33,0,dikesnet
34,109,30.642669650921324,10.0,0.9494827747566519,133.31244812406064,1.0,0.41542183853876397,56.89377148879832,1.0,0.8902388120530805,275.6746571188093,1.5,0.3821237584314759,163.77132832353806,10.0,0.21082470165580774,2.5,4.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,34,0,dikesnet
35,70,38.98905687499632,10.0,0.4525229350911423,109.03415802821776,1.0,0.7979116123684685,255.40270881003156,1.0,0.03977617146576715,103.39855441410529,10.0,0.6618314856813019,336.26766979738187,1.0,0.7145334539635072,3.5,2.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,35,0,dikesnet
36,69,149.67238853165452,1.5,0.3743571730422027,144.44343009721914,10.0,0.1076251114004613,316.83065346798463,1.5,0.42414922525988963,301.8755663179935,10.0,0.564702266188389,151.6983382516534,1.5,0.6972988926917393,2.5,1.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,36,0,dikesnet
37,122,76.3988037051515,1.5,0.6543544776809611,33.18567246138619,10.0,0.5107984609623646,239.440267513815,1.0,0.0866791277732494,116.99207448359219,10.0,0.4078836128165613,325.0445497797717,1.0,0.1245985079918974,4.5,1.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,37,0,dikesnet
38,25,149.09195577465096,10.0,0.3500971459919781,155.79552288611364,1.5,0.19887108843053894,65.85777296642755,1.5,0.17927564591673292,282.5756714354462,10.0,0.7271581414337478,328.8342384724572,1.0,0.8758295640460363,3.5,2.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,38,0,dikesnet
39,66,286.21727343600236,1.0,0.22939556784126355,246.62603379300856,1.0,0.9291185761511362,43.48412045883608,1.5,0.8292572793804465,88.95154790749625,10.0,0.11476504745147953,299.4466929563243,1.5,0.021281968012029775,4.5,1.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,39,0,dikesnet
40,76,256.97443652047326,1.0,0.20778909544577265,291.0289037541003,1.5,0.37837263656163356,81.33899857568125,1.0,0.4134726508572385,262.78404463501363,10.0,0.28080852196101663,250.92103679500656,1.5,0.9499671874757544,2.5,2.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,40,0,dikesnet
41,100,105.3884006449364,1.0,0.8839013730231324,34.31128877813091,1.5,0.8485935274211623,60.75637953072665,10.0,0.1749685358693992,58.65968004754067,10.0,0.9283237650359819,291.63930236285313,10.0,0.8498686341636087,1.5,1.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,41,0,dikesnet
42,91,195.97226217838138,1.0,0.7449536160101098,333.73113238593675,10.0,0.9555714815263372,240.1364251081024,1.0,0.6272271022058792,347.804853851092,1.5,0.018083237987311228,72.33209216327033,1.5,0.6614302170792206,2.5,1.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,42,0,dikesnet
43,111,242.9556357794502,1.5,0.6223382122837007,135.6582904634454,1.0,0.8315804885278275,220.51598554517687,10.0,0.5531326223224908,311.5682594098849,10.0,0.4164536176946613,96.73907017920891,1.5,0.7310535004916221,1.5,1.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,43,0,dikesnet
44,78,228.40651548873805,10.0,0.43629581744354723,77.33800468878562,1.0,0.7131384216879069,192.8466468015222,1.5,0.44808069652628624,63.38264514525889,1.0,0.93527176676905,175.6192465444852,1.0,0.5056817668752478,4.5,3.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,44,0,dikesnet
45,76,272.2888029994191,1.0,0.0008922260478839246,291.45999297239894,1.0,0.3500101561855459,211.69104768062635,1.0,0.10481083684509271,214.2437747300841,1.0,0.7517978260547933,196.20648093589594,1.0,0.023616029272387398,4.5,3.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,45,0,dikesnet
46,88,279.34299343997725,1.5,0.6425449946031794,167.81602031462424,10.0,0.40854630334842074,193.46756633203515,1.5,0.8619139164439803,119.07645679882467,1.5,0.6694485653007675,139.2052547790455,1.5,0.939202276624299,3.5,3.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,46,0,dikesnet
47,41,249.88190623597518,1.5,0.2847590551572944,316.9496289385755,1.5,0.786897865710729,191.61278474694402,1.5,0.938835354985762,167.8472244149345,10.0,0.8770913853499969,68.58717900994537,1.0,0.5699745269012738,1.5,1.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,47,0,dikesnet
48,32,169.76655416612343,1.0,0.5461119149408992,344.9470603953921,10.0,0.5352401242076911,302.6724049240362,10.0,0.8045412961690848,286.4671814434022,1.0,0.507445669246182,267.0166371398837,10.0,0.42623181584712855,2.5,4.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,48,0,dikesnet
49,93,264.27719155986705,10.0,0.46764550085850065,159.31861424040198,1.5,0.49673463803515727,64.57688140172169,1.0,0.5376490533369658,62.3492365338356,1.5,0.7993687877635768,131.30262667047478,1.0,0.6237586144870784,1.5,4.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,49,0,dikesnet
50,125,179.90090768194102,10.0,0.6863982785326602,310.5023657029773,1.0,0.7838821993615653,133.92644234346335,10.0,0.8335706707499648,211.34734701476762,10.0,0.5665656861851216,235.67693719499965,1.0,0.686201973003691,4.5,1.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,50,0,dikesnet
51,88,239.79580953657194,1.5,0.999854228133456,46.61997694756329,1.5,0.9152943935654037,233.14196140935428,1.0,0.6068205671230247,188.9442456648391,1.5,0.6436064111592075,173.46061454225597,10.0,0.9421919727196117,4.5,1.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,51,0,dikesnet
52,46,154.86063184031855,1.0,0.04594002881360846,193.3228088641113,1.0,0.37396167791625384,170.71305230766424,1.5,0.9791116696049367,134.88741909354056,10.0,0.8802177950946434,114.17535042483529,1.5,0.8208141102106481,3.5,3.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,52,0,dikesnet
53,45,274.0028697729089,10.0,0.3234106536181166,75.48512027319742,10.0,0.01700539452042586,171.86022609191164,1.0,0.9739572945733513,209.7602998552762,10.0,0.7029217260883681,128.56863217741414,10.0,0.4749840444489442,3.5,2.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,53,0,dikesnet
54,102,199.8357318104264,1.0,0.47545551850638856,316.17120924392,1.5,0.7994409619685263,44.0445510764706,1.0,0.501619099611133,83.56457055933699,10.0,0.24530739341771327,265.59674640484747,10.0,0.05140193652384766,1.5,2.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,54,0,dikesnet
55,17,126.8707766906706,1.0,0.6902503103988016,135.47387021547902,1.0,0.578468023174004,44.322834364124276,10.0,0.7338673736303415,145.93963449324264,10.0,0.6182459232715738,50.344858171848585,10.0,0.9293573483926371,1.5,3.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,55,0,dikesnet
56,80,53.83381876348159,1.0,0.8252435816217759,283.13491354392306,1.5,0.7426793391213973,277.99206476104644,1.5,0.23103861491664535,108.23324335873905,1.5,0.08287874947726993,298.7107127130698,1.0,0.3451483685450486,2.5,3.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,56,0,dikesnet
57,83,314.4684230009886,10.0,0.1858207393378849,261.47041250499717,1.5,0.7591106402905021,82.64122373152759,1.5,0.6696174940084366,180.11378092637162,1.0,0.6063486838666461,311.2130629831789,1.0,0.03679355392304169,1.5,4.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,57,0,dikesnet
58,6,262.9587015240919,1.5,0.11041163287714836,105.73082113779363,1.5,0.9311065476171294,160.46982938083238,1.5,0.25102173194774635,148.3033822689117,10.0,0.6578761493992297,173.95891385382075,1.5,0.3999769261361358,1.5,3.5,4.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,58,0,dikesnet
59,8,147.09655642782855,1.0,0.16689096872433373,126.47205012869053,1.5,0.03620031421210244,120.77487191233419,1.5,0.40662671988603794,140.7793273895898,1.0,0.010909039381975594,206.13310130265404,1.5,0.037325581819156135,3.5,2.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,59,0,dikesnet
60,123,135.90841870397614,1.0,0.9289812062748202,318.00509945363297,10.0,0.927281055295384,240.27459206644124,1.0,0.8550539633374578,129.73960698470194,10.0,0.8468768173397078,319.8685370226892,1.5,0.8204359164772518,1.5,4.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,60,0,dikesnet
61,55,35.08040867296788,1.5,0.8853601838150804,320.7527252492731,1.0,0.6312242293222153,114.03589064666471,1.5,0.8506529474576743,73.35619143837651,1.0,0.5739493001132072,290.24024279043215,1.0,0.25511966467146674,4.5,4.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,61,0,dikesnet
62,79,206.67660441959413,1.5,0.19497547571282745,341.81222152623536,10.0,0.8091966048193018,201.82460757569547,1.5,0.04194965050027063,195.52931075136257,1.5,0.9590465708243883,167.09146256724767,1.0,0.9102218085261015,2.5,2.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,62,0,dikesnet
63,37,52.37691577656584,1.5,0.957569391079004,86.19094320803278,10.0,0.5774371313011983,176.97508645823265,10.0,0.5249749245019854,89.14916618105676,1.5,0.9986872551692563,47.81483876563634,10.0,0.524506721012621,2.5,2.5,2.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,63,0,dikesnet
64,29,283.6666660415135,10.0,0.7053890576840344,150.97704686545356,1.0,0.16383591691737573,106.7945086438632,10.0,0.20017255989718755,48.17112302108833,1.0,0.07345674520862232,174.55010563241242,1.5,0.19312140584923337,2.5,4.5,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,64,0,dikesnet
65,32,37.25096682253209,1.0,0.27818754014233943,90.10406604011206,1.5,0.5953551931467259,37.44794919966137,10.0,0.3559493422212275,36.61986325590137,1.5,0.5930012381554701,138.89242122317526,1.0,0.014187986768862687,2.5,2.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,65,0,dikesnet
66,111,140.87481266569569,1.0,0.8588433294903851,312.38010883585116,10.0,0.10843480746021522,197.82033009798965,10.0,0.4800319334185547,38.973032950029435,1.0,0.8084328361525859,193.272961348881,1.0,0.407438686875113,3.5,1.5,1.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,5,5,0,0,66,0,dikesnet
